q1,ppagecat,ppeducat,ppethm,ppgender,pphhsize,ppincimp
4.0,3,1.0,2,2.0,5.0,17.0
1.0,4,2.0,5,2.0,2.0,10.0
3.0,2,4.0,1,1.0,2.0,4.0
2.0,3,1.0,4,1.0,3.0,14.0
2.0,4,1.0,2,2.0,3.0,15.0
3.0,3,4.0,1,1.0,1.0,14.0
4.0,2,2.0,1,1.0,2.0,10.0
2.0,4,3.0,4,1.0,3.0,10.0
2.0,4,1.0,1,2.0,4.0,2.0
3.0,5,4.0,1,1.0,3.0,13.0
4.0,1,2.0,1,1.0,7.0,3.0
2.0,3,1.0,5,2.0,1.0,12.0
1.0,5,2.0,1,1.0,3.0,3.0
4.0,1,4.0,1,1.0,2.0,15.0
1.0,1,4.0,4,,4.0,12.0
3.0,1,3.0,1,1.0,2.0,4.0
1.0,5,1.0,1,2.0,2.0,17.0
1.0,3,3.0,4,1.0,2.0,12.0
3.0,2,4.0,4,1.0,2.0,13.0
1.0,4,2.0,1,1.0,3.0,18.0
2.0,5,3.0,1,1.0,2.0,17.0
2.0,4,2.0,1,1.0,3.0,5.0
2.0,5,2.0,5,1.0,1.0,19.0
2.0,1,2.0,4,2.0,4.0,19.0
5.0,3,1.0,1,1.0,5.0,6.0
3.0,1,4.0,2,2.0,5.0,18.0
1.0,3,1.0,1,2.0,3.0,13.0
2.0,2,3.0,2,1.0,2.0,16.0
2.0,3,3.0,2,2.0,3.0,17.0
4.0,4,1.0,1,1.0,1.0,18.0
3.0,5,2.0,2,1.0,5.0,17.0
5.0,5,1.0,3,1.0,2.0,12.0
1.0,3,1.0,4,1.0,4.0,17.0
2.0,4,1.0,1,2.0,4.0,11.0
3.0,4,3.0,4,1.0,5.0,4.0
4.0,5,1.0,1,2.0,2.0,1.0
4.0,4,1.0,5,2.0,5.0,13.0
3.0,1,1.0,4,1.0,1.0,12.0
4.0,5,2.0,2,2.0,3.0,2.0
2.0,5,2.0,3,2.0,3.0,16.0
1.0,2,1.0,3,1.0,5.0,12.0
2.0,4,1.0,1,1.0,1.0,13.0
3.0,4,2.0,2,2.0,3.0,14.0
2.0,2,3.0,1,2.0,4.0,19.0
3.0,3,4.0,4,2.0,3.0,3.0
4.0,4,2.0,1,2.0,1.0,16.0
3.0,2,1.0,4,2.0,2.0,14.0
2.0,3,4.0,2,2.0,2.0,11.0
2.0,4,3.0,3,1.0,2.0,16.0
4.0,2,1.0,2,1.0,8.0,1.0
2.0,4,4.0,4,1.0,2.0,5.0
3.0,4,1.0,4,2.0,5.0,3.0
4.0,5,2.0,3,2.0,3.0,19.0
3.0,4,4.0,4,1.0,3.0,15.0
1.0,4,4.0,5,2.0,2.0,15.0
2.0,2,4.0,3,1.0,5.0,10.0
3.0,1,1.0,4,2.0,5.0,12.0
2.0,2,4.0,2,2.0,1.0,3.0
3.0,1,4.0,4,2.0,3.0,14.0
2.0,4,3.0,2,1.0,1.0,19.0
2.0,2,3.0,4,1.0,2.0,4.0
2.0,1,1.0,4,1.0,1.0,10.0
1.0,5,2.0,1,1.0,4.0,18.0
5.0,2,4.0,2,2.0,4.0,15.0
4.0,1,4.0,1,,3.0,2.0
3.0,5,1.0,1,1.0,1.0,3.0
1.0,1,4.0,1,2.0,2.0,14.0
3.0,4,3.0,4,2.0,4.0,14.0
2.0,1,1.0,1,1.0,2.0,15.0
3.0,2,4.0,1,2.0,2.0,3.0
3.0,5,2.0,4,1.0,2.0,12.0
2.0,5,3.0,3,1.0,3.0,13.0
3.0,1,4.0,4,2.0,1.0,13.0
1.0,2,2.0,3,2.0,4.0,9.0
3.0,2,4.0,4,2.0,3.0,4.0
1.0,3,2.0,1,1.0,2.0,13.0
1.0,3,4.0,1,2.0,5.0,18.0
4.0,5,2.0,1,1.0,1.0,2.0
1.0,1,2.0,3,1.0,1.0,4.0
1.0,2,3.0,4,1.0,2.0,11.0
4.0,4,2.0,4,2.0,3.0,9.0
3.0,4,1.0,4,1.0,1.0,19.0
2.0,4,1.0,5,2.0,2.0,11.0
4.0,4,4.0,1,2.0,1.0,3.0
2.0,3,4.0,2,1.0,2.0,2.0
2.0,1,4.0,1,1.0,5.0,9.0
4.0,4,4.0,4,2.0,4.0,4.0
3.0,3,1.0,1,1.0,3.0,4.0
4.0,4,3.0,1,2.0,3.0,4.0
2.0,3,4.0,2,2.0,4.0,15.0
2.0,1,2.0,1,2.0,2.0,12.0
1.0,3,3.0,1,1.0,5.0,5.0
2.0,2,2.0,1,1.0,5.0,7.0
3.0,3,2.0,5,2.0,1.0,11.0
3.0,5,1.0,1,1.0,3.0,5.0
4.0,1,4.0,1,2.0,4.0,2.0
3.0,3,4.0,1,2.0,2.0,14.0
3.0,1,2.0,5,1.0,2.0,3.0
2.0,4,1.0,4,2.0,1.0,21.0
2.0,1,1.0,3,1.0,4.0,12.0
3.0,2,2.0,1,2.0,2.0,16.0
2.0,1,4.0,4,2.0,3.0,6.0
4.0,5,1.0,3,1.0,5.0,13.0
4.0,3,1.0,3,1.0,3.0,4.0
1.0,1,1.0,3,2.0,3.0,3.0
3.0,2,2.0,1,2.0,4.0,16.0
2.0,3,1.0,1,1.0,2.0,4.0
3.0,4,4.0,3,1.0,1.0,14.0
3.0,4,4.0,3,1.0,3.0,11.0
3.0,3,3.0,4,1.0,3.0,18.0
4.0,3,1.0,1,2.0,1.0,1.0
3.0,4,1.0,2,1.0,1.0,14.0
2.0,1,2.0,4,,2.0,7.0
1.0,1,1.0,1,2.0,1.0,17.0
4.0,2,3.0,1,2.0,2.0,10.0
1.0,3,4.0,4,2.0,2.0,16.0
3.0,4,1.0,1,1.0,1.0,16.0
2.0,4,2.0,1,2.0,2.0,2.0
3.0,1,1.0,1,2.0,5.0,12.0
2.0,5,3.0,1,1.0,4.0,11.0
2.0,2,2.0,1,2.0,2.0,1.0
3.0,5,4.0,2,1.0,5.0,4.0
2.0,4,4.0,3,2.0,1.0,4.0
1.0,3,4.0,4,1.0,7.0,14.0
3.0,4,3.0,1,1.0,3.0,15.0
5.0,5,4.0,1,2.0,4.0,4.0
5.0,4,2.0,3,2.0,5.0,10.0
3.0,5,4.0,1,2.0,4.0,4.0
2.0,3,1.0,1,1.0,5.0,16.0
2.0,4,2.0,1,1.0,1.0,10.0
2.0,2,1.0,3,2.0,5.0,2.0
4.0,5,1.0,1,1.0,4.0,17.0
1.0,2,4.0,5,2.0,2.0,16.0
4.0,2,4.0,4,2.0,8.0,18.0
2.0,4,1.0,2,,2.0,3.0
2.0,1,4.0,1,2.0,1.0,18.0
4.0,1,3.0,1,2.0,3.0,15.0
3.0,3,2.0,2,2.0,1.0,4.0
2.0,2,3.0,4,2.0,5.0,13.0
1.0,2,1.0,1,2.0,3.0,5.0
2.0,3,1.0,3,2.0,8.0,3.0
2.0,1,1.0,4,2.0,2.0,15.0
1.0,4,1.0,3,2.0,1.0,10.0
1.0,2,4.0,1,2.0,4.0,18.0
2.0,2,1.0,2,2.0,5.0,17.0
3.0,3,4.0,2,2.0,4.0,11.0
1.0,1,1.0,1,1.0,5.0,14.0
2.0,3,,1,1.0,4.0,13.0
4.0,2,2.0,1,2.0,2.0,4.0
3.0,2,3.0,4,1.0,4.0,18.0
1.0,4,3.0,2,2.0,4.0,10.0
2.0,2,1.0,1,2.0,1.0,2.0
2.0,2,1.0,2,1.0,5.0,18.0
2.0,1,3.0,1,1.0,2.0,3.0
3.0,4,1.0,1,2.0,4.0,12.0
1.0,3,4.0,1,1.0,3.0,11.0
2.0,5,3.0,4,1.0,2.0,4.0
3.0,3,4.0,3,2.0,5.0,2.0
1.0,3,4.0,1,2.0,4.0,10.0
3.0,4,4.0,3,2.0,3.0,10.0
4.0,3,3.0,4,2.0,2.0,14.0
3.0,1,1.0,1,2.0,1.0,14.0
2.0,2,1.0,2,2.0,2.0,17.0
3.0,4,2.0,3,2.0,5.0,16.0
3.0,5,4.0,4,2.0,2.0,4.0
2.0,2,1.0,3,2.0,3.0,11.0
3.0,1,3.0,4,2.0,4.0,3.0
3.0,5,1.0,4,1.0,4.0,13.0
3.0,2,2.0,3,1.0,2.0,18.0
4.0,5,4.0,1,1.0,4.0,16.0
2.0,3,1.0,1,2.0,1.0,15.0
2.0,1,1.0,2,1.0,2.0,7.0
3.0,3,4.0,1,1.0,1.0,11.0
1.0,5,1.0,1,2.0,1.0,14.0
4.0,2,1.0,5,1.0,5.0,5.0
3.0,2,4.0,1,1.0,1.0,14.0
3.0,4,4.0,1,1.0,2.0,17.0
5.0,2,4.0,1,1.0,2.0,19.0
2.0,2,1.0,2,2.0,8.0,18.0
2.0,4,2.0,1,2.0,2.0,14.0
2.0,4,4.0,1,2.0,7.0,16.0
1.0,5,1.0,3,2.0,3.0,4.0
1.0,4,4.0,1,2.0,2.0,14.0
3.0,3,1.0,5,2.0,2.0,3.0
5.0,5,2.0,5,1.0,2.0,11.0
4.0,5,3.0,3,2.0,3.0,2.0
2.0,2,3.0,4,2.0,3.0,18.0
2.0,3,4.0,1,2.0,4.0,18.0
3.0,3,4.0,1,2.0,2.0,3.0
2.0,2,4.0,1,1.0,2.0,10.0
4.0,1,3.0,3,2.0,2.0,3.0
2.0,4,1.0,1,2.0,2.0,14.0
1.0,2,1.0,1,2.0,1.0,17.0
3.0,5,4.0,5,1.0,2.0,13.0
2.0,2,4.0,2,1.0,3.0,4.0
2.0,2,1.0,4,1.0,4.0,15.0
3.0,1,4.0,1,2.0,4.0,3.0
1.0,4,2.0,1,2.0,3.0,7.0
1.0,4,4.0,1,1.0,2.0,15.0
1.0,3,1.0,4,2.0,2.0,3.0
1.0,1,4.0,3,2.0,3.0,4.0
1.0,2,3.0,1,,4.0,18.0
2.0,3,1.0,1,2.0,4.0,1.0
4.0,3,1.0,2,2.0,1.0,4.0
5.0,1,4.0,5,2.0,4.0,12.0
3.0,3,4.0,3,2.0,3.0,12.0
1.0,3,4.0,1,2.0,4.0,10.0
5.0,3,4.0,5,,1.0,17.0
3.0,4,4.0,1,1.0,4.0,3.0
3.0,4,3.0,3,2.0,1.0,15.0
3.0,3,3.0,2,,3.0,16.0
4.0,2,3.0,1,,1.0,12.0
4.0,1,4.0,1,1.0,4.0,13.0
3.0,5,2.0,4,1.0,3.0,17.0
3.0,1,2.0,1,2.0,2.0,13.0
1.0,5,1.0,4,2.0,1.0,16.0
3.0,3,1.0,2,1.0,5.0,5.0
3.0,1,4.0,2,2.0,4.0,12.0
4.0,2,2.0,4,1.0,4.0,2.0
2.0,3,4.0,4,1.0,5.0,5.0
2.0,3,3.0,5,2.0,5.0,11.0
1.0,3,1.0,1,1.0,2.0,1.0
2.0,1,3.0,1,2.0,4.0,3.0
3.0,4,1.0,1,2.0,1.0,13.0
2.0,1,2.0,1,,4.0,10.0
4.0,2,4.0,4,2.0,8.0,10.0
2.0,1,3.0,2,1.0,4.0,2.0
4.0,4,4.0,1,2.0,3.0,15.0
2.0,5,3.0,4,2.0,2.0,17.0
2.0,3,4.0,3,2.0,5.0,11.0
4.0,2,1.0,4,2.0,4.0,16.0
2.0,2,3.0,1,2.0,1.0,4.0
1.0,1,3.0,2,2.0,5.0,2.0
3.0,1,2.0,4,,2.0,18.0
1.0,5,1.0,1,2.0,3.0,15.0
2.0,2,1.0,5,1.0,3.0,4.0
3.0,2,2.0,2,2.0,3.0,18.0
3.0,3,1.0,1,2.0,5.0,20.0
2.0,3,4.0,5,2.0,3.0,4.0
2.0,3,1.0,1,2.0,4.0,11.0
2.0,5,3.0,4,1.0,1.0,14.0
1.0,2,4.0,1,1.0,4.0,14.0
3.0,1,1.0,1,1.0,4.0,12.0
4.0,2,4.0,2,1.0,3.0,11.0
2.0,2,2.0,1,,3.0,3.0
2.0,3,2.0,4,2.0,2.0,14.0
2.0,5,4.0,3,2.0,3.0,4.0
3.0,1,4.0,5,1.0,2.0,3.0
3.0,2,4.0,4,2.0,1.0,19.0
4.0,4,1.0,1,1.0,2.0,4.0
2.0,3,1.0,3,1.0,5.0,13.0
4.0,5,3.0,1,2.0,3.0,11.0
3.0,5,4.0,2,2.0,5.0,16.0
3.0,4,3.0,1,1.0,1.0,8.0
1.0,4,2.0,4,1.0,4.0,11.0
2.0,1,1.0,2,2.0,3.0,15.0
3.0,3,2.0,1,1.0,3.0,4.0
5.0,5,4.0,1,1.0,2.0,12.0
2.0,1,2.0,4,2.0,3.0,17.0
3.0,5,3.0,2,2.0,5.0,14.0
3.0,1,2.0,4,1.0,3.0,4.0
1.0,1,1.0,4,2.0,2.0,16.0
2.0,4,4.0,2,2.0,1.0,19.0
4.0,1,1.0,4,2.0,5.0,3.0
5.0,5,1.0,2,1.0,1.0,16.0
2.0,3,3.0,4,,2.0,15.0
2.0,4,4.0,1,1.0,1.0,2.0
1.0,3,1.0,2,1.0,5.0,11.0
2.0,4,1.0,1,2.0,2.0,12.0
2.0,4,1.0,1,2.0,1.0,15.0
3.0,1,3.0,2,1.0,3.0,18.0
1.0,3,1.0,3,,2.0,12.0
1.0,5,4.0,2,1.0,1.0,4.0
2.0,1,2.0,5,1.0,5.0,14.0
4.0,4,1.0,4,2.0,2.0,3.0
2.0,3,1.0,4,2.0,3.0,3.0
1.0,1,3.0,2,1.0,5.0,10.0
1.0,2,2.0,4,2.0,2.0,2.0
3.0,2,4.0,4,1.0,3.0,16.0
1.0,2,1.0,1,1.0,1.0,11.0
2.0,1,3.0,2,1.0,4.0,19.0
3.0,2,1.0,1,2.0,3.0,4.0
2.0,2,2.0,5,1.0,5.0,12.0
4.0,1,4.0,2,1.0,1.0,11.0
3.0,4,1.0,1,1.0,5.0,18.0
2.0,3,3.0,1,2.0,2.0,19.0
1.0,3,4.0,1,1.0,5.0,16.0
3.0,3,1.0,4,2.0,1.0,19.0
2.0,3,4.0,2,2.0,2.0,5.0
2.0,5,1.0,3,1.0,4.0,2.0
1.0,2,4.0,1,1.0,4.0,11.0
1.0,3,1.0,2,2.0,4.0,12.0
3.0,5,4.0,1,2.0,4.0,12.0
4.0,2,1.0,5,2.0,4.0,15.0
1.0,1,4.0,5,2.0,4.0,19.0
5.0,2,4.0,3,2.0,4.0,19.0
3.0,4,4.0,4,2.0,1.0,3.0
1.0,3,1.0,1,2.0,2.0,13.0
1.0,4,3.0,1,2.0,2.0,14.0
2.0,2,3.0,1,2.0,5.0,18.0
1.0,3,4.0,1,2.0,1.0,20.0
3.0,1,2.0,3,2.0,2.0,3.0
3.0,4,1.0,1,2.0,4.0,3.0
1.0,2,2.0,4,1.0,1.0,2.0
2.0,3,3.0,2,1.0,2.0,15.0
1.0,3,1.0,1,2.0,1.0,18.0
3.0,5,4.0,4,2.0,4.0,14.0
3.0,1,3.0,1,,4.0,16.0
3.0,4,1.0,3,1.0,1.0,13.0
1.0,3,4.0,3,1.0,5.0,2.0
2.0,1,3.0,4,2.0,3.0,18.0
3.0,5,4.0,4,2.0,3.0,14.0
2.0,2,4.0,4,2.0,5.0,14.0
2.0,1,4.0,1,1.0,5.0,18.0
1.0,3,1.0,1,2.0,4.0,12.0
1.0,4,1.0,1,2.0,4.0,16.0
2.0,2,1.0,2,2.0,2.0,2.0
1.0,4,1.0,5,2.0,2.0,20.0
2.0,2,4.0,1,1.0,5.0,17.0
2.0,4,3.0,1,2.0,2.0,18.0
4.0,1,4.0,4,1.0,2.0,14.0
1.0,1,2.0,5,2.0,1.0,3.0
3.0,5,3.0,1,1.0,2.0,4.0
3.0,3,1.0,2,1.0,5.0,1.0
2.0,4,1.0,1,1.0,2.0,11.0
2.0,2,1.0,1,1.0,3.0,4.0
1.0,5,3.0,5,1.0,2.0,16.0
2.0,3,1.0,1,1.0,4.0,12.0
2.0,3,4.0,1,2.0,2.0,12.0
4.0,4,3.0,3,2.0,5.0,11.0
2.0,3,1.0,1,1.0,3.0,4.0
2.0,1,3.0,2,2.0,4.0,16.0
3.0,3,1.0,2,2.0,2.0,3.0
1.0,2,1.0,3,2.0,4.0,12.0
3.0,3,1.0,1,1.0,3.0,4.0
2.0,4,3.0,4,1.0,3.0,19.0
2.0,5,2.0,3,2.0,5.0,4.0
1.0,3,3.0,1,1.0,2.0,21.0
4.0,1,2.0,3,2.0,5.0,17.0
3.0,3,4.0,1,2.0,1.0,13.0
1.0,5,4.0,2,2.0,5.0,4.0
2.0,3,4.0,2,1.0,1.0,16.0
3.0,5,4.0,4,2.0,3.0,15.0
3.0,3,1.0,2,1.0,2.0,11.0
3.0,2,1.0,4,1.0,2.0,4.0
3.0,3,4.0,4,2.0,4.0,2.0
4.0,2,4.0,1,2.0,4.0,21.0
1.0,3,2.0,4,1.0,3.0,17.0
2.0,4,3.0,1,2.0,3.0,19.0
1.0,4,3.0,1,1.0,1.0,10.0
4.0,4,4.0,2,2.0,5.0,2.0
3.0,2,2.0,1,2.0,3.0,21.0
1.0,1,4.0,2,2.0,3.0,4.0
2.0,4,1.0,1,2.0,4.0,1.0
3.0,4,4.0,4,2.0,5.0,15.0
2.0,4,3.0,1,1.0,2.0,19.0
2.0,2,1.0,1,2.0,1.0,10.0
4.0,3,1.0,2,1.0,3.0,11.0
4.0,5,1.0,3,2.0,2.0,19.0
2.0,1,3.0,5,1.0,2.0,13.0
3.0,1,4.0,4,1.0,1.0,15.0
1.0,4,2.0,1,1.0,4.0,9.0
4.0,2,3.0,2,2.0,2.0,12.0
2.0,1,3.0,1,2.0,4.0,11.0
2.0,4,1.0,3,1.0,1.0,10.0
4.0,5,1.0,1,1.0,2.0,4.0
1.0,1,1.0,1,1.0,2.0,18.0
5.0,5,1.0,1,1.0,3.0,17.0
3.0,4,1.0,2,2.0,1.0,7.0
1.0,1,4.0,1,1.0,5.0,3.0
3.0,1,1.0,1,1.0,1.0,12.0
2.0,3,2.0,4,1.0,5.0,10.0
5.0,3,3.0,2,2.0,1.0,18.0
3.0,1,4.0,2,2.0,2.0,12.0
3.0,2,1.0,1,2.0,2.0,16.0
1.0,1,4.0,1,1.0,4.0,11.0
4.0,5,3.0,1,1.0,5.0,3.0
3.0,2,1.0,1,1.0,1.0,5.0
4.0,2,2.0,1,2.0,4.0,3.0
3.0,1,3.0,1,2.0,4.0,10.0
2.0,2,2.0,1,1.0,5.0,15.0
1.0,5,1.0,1,2.0,5.0,13.0
2.0,3,1.0,3,1.0,4.0,18.0
5.0,5,2.0,1,2.0,3.0,4.0
2.0,1,1.0,2,2.0,5.0,8.0
1.0,5,1.0,1,2.0,5.0,11.0
2.0,2,4.0,1,1.0,1.0,18.0
3.0,1,2.0,4,1.0,5.0,3.0
4.0,1,4.0,4,2.0,5.0,16.0
2.0,5,1.0,4,2.0,4.0,4.0
1.0,3,2.0,2,2.0,4.0,14.0
3.0,2,4.0,2,2.0,4.0,4.0
1.0,5,1.0,2,2.0,5.0,2.0
3.0,3,4.0,1,1.0,3.0,12.0
3.0,5,2.0,3,2.0,5.0,16.0
2.0,2,1.0,2,2.0,3.0,4.0
1.0,3,3.0,4,2.0,3.0,19.0
1.0,2,1.0,2,2.0,2.0,12.0
3.0,2,2.0,5,1.0,5.0,14.0
2.0,5,1.0,1,2.0,5.0,3.0
2.0,5,3.0,1,2.0,2.0,13.0
1.0,3,1.0,1,,2.0,2.0
2.0,1,1.0,2,1.0,4.0,12.0
3.0,4,4.0,2,,3.0,17.0
2.0,2,2.0,1,1.0,2.0,14.0
3.0,4,1.0,2,1.0,4.0,3.0
2.0,1,4.0,4,2.0,5.0,16.0
3.0,2,2.0,1,1.0,2.0,11.0
2.0,5,1.0,2,2.0,5.0,5.0
3.0,3,2.0,1,2.0,2.0,14.0
1.0,1,4.0,2,1.0,2.0,16.0
2.0,4,1.0,5,2.0,1.0,4.0
2.0,3,3.0,3,2.0,4.0,4.0
2.0,1,3.0,1,2.0,5.0,12.0
1.0,4,1.0,2,1.0,3.0,14.0
3.0,5,4.0,3,1.0,5.0,2.0
2.0,3,3.0,4,1.0,3.0,3.0
3.0,1,3.0,1,2.0,5.0,16.0
4.0,5,4.0,1,1.0,1.0,13.0
3.0,3,1.0,1,1.0,5.0,18.0
1.0,2,4.0,1,1.0,5.0,14.0
2.0,3,4.0,4,1.0,3.0,13.0
2.0,3,1.0,5,2.0,5.0,20.0
1.0,4,1.0,2,2.0,3.0,2.0
2.0,2,2.0,4,1.0,1.0,2.0
2.0,1,4.0,1,2.0,4.0,12.0
3.0,3,3.0,4,2.0,3.0,3.0
3.0,3,3.0,2,2.0,2.0,18.0
2.0,1,1.0,2,1.0,4.0,17.0
2.0,2,3.0,1,1.0,4.0,13.0
4.0,1,1.0,2,,1.0,13.0
3.0,1,4.0,1,2.0,1.0,11.0
3.0,2,1.0,2,1.0,4.0,15.0
5.0,3,3.0,4,,1.0,15.0
1.0,2,4.0,1,1.0,3.0,4.0
2.0,5,3.0,1,2.0,3.0,18.0
2.0,4,1.0,2,2.0,2.0,6.0
5.0,3,2.0,3,2.0,3.0,3.0
2.0,5,2.0,1,1.0,2.0,19.0
1.0,1,2.0,5,2.0,2.0,17.0
2.0,1,2.0,3,1.0,2.0,5.0
3.0,4,1.0,2,2.0,4.0,19.0
1.0,4,3.0,1,2.0,2.0,2.0
2.0,2,1.0,4,1.0,1.0,10.0
2.0,5,2.0,4,2.0,5.0,17.0
3.0,1,1.0,1,1.0,5.0,15.0
1.0,1,3.0,5,1.0,2.0,4.0
2.0,3,4.0,1,1.0,4.0,17.0
1.0,4,4.0,4,1.0,4.0,19.0
3.0,4,1.0,5,1.0,2.0,16.0
2.0,2,3.0,4,2.0,3.0,4.0
4.0,3,1.0,2,2.0,4.0,15.0
2.0,5,1.0,1,1.0,1.0,10.0
3.0,4,4.0,4,1.0,2.0,10.0
4.0,4,1.0,4,2.0,1.0,4.0
3.0,5,3.0,4,2.0,2.0,4.0
3.0,3,4.0,1,2.0,3.0,4.0
2.0,5,4.0,1,2.0,5.0,3.0
2.0,5,4.0,4,2.0,3.0,12.0
2.0,1,1.0,2,1.0,4.0,4.0
5.0,5,1.0,1,1.0,3.0,11.0
2.0,2,4.0,4,1.0,1.0,16.0
1.0,2,4.0,1,2.0,1.0,11.0
2.0,2,3.0,4,2.0,4.0,3.0
3.0,2,3.0,3,2.0,4.0,11.0
2.0,1,4.0,2,2.0,3.0,10.0
3.0,3,1.0,5,2.0,5.0,5.0
4.0,3,1.0,2,2.0,4.0,11.0
4.0,4,3.0,4,2.0,3.0,3.0
2.0,1,3.0,1,1.0,4.0,13.0
4.0,3,2.0,4,1.0,1.0,13.0
1.0,3,2.0,1,2.0,5.0,2.0
3.0,2,1.0,1,2.0,5.0,4.0
3.0,3,1.0,2,1.0,2.0,18.0
1.0,5,4.0,2,2.0,1.0,16.0
3.0,4,4.0,2,2.0,1.0,19.0
3.0,3,3.0,4,1.0,5.0,9.0
2.0,1,1.0,2,2.0,1.0,21.0
2.0,1,1.0,2,2.0,4.0,14.0
2.0,3,1.0,3,1.0,1.0,1.0
3.0,4,4.0,2,1.0,5.0,12.0
1.0,3,4.0,1,1.0,5.0,14.0
4.0,2,4.0,4,1.0,1.0,17.0
3.0,3,2.0,1,2.0,4.0,4.0
3.0,3,3.0,1,1.0,5.0,4.0
3.0,4,4.0,4,1.0,2.0,19.0
2.0,1,2.0,3,,2.0,16.0
2.0,3,2.0,5,2.0,3.0,11.0
3.0,3,3.0,5,1.0,1.0,16.0
2.0,2,4.0,4,2.0,1.0,2.0
1.0,4,2.0,2,1.0,3.0,16.0
2.0,3,2.0,4,1.0,4.0,18.0
2.0,3,1.0,5,2.0,2.0,3.0
2.0,1,1.0,4,2.0,5.0,12.0
3.0,4,2.0,2,1.0,1.0,18.0
5.0,4,1.0,3,2.0,2.0,12.0
4.0,5,1.0,4,1.0,5.0,12.0
2.0,3,1.0,4,2.0,1.0,1.0
3.0,1,1.0,1,2.0,3.0,18.0
4.0,1,3.0,1,2.0,1.0,15.0
1.0,4,3.0,4,2.0,2.0,6.0
1.0,2,1.0,2,1.0,5.0,3.0
4.0,4,1.0,4,1.0,2.0,4.0
1.0,1,2.0,2,1.0,2.0,13.0
2.0,4,4.0,5,1.0,4.0,11.0
1.0,2,4.0,1,2.0,3.0,12.0
2.0,5,3.0,2,2.0,2.0,14.0
2.0,1,2.0,3,2.0,2.0,4.0
2.0,4,4.0,4,2.0,5.0,13.0
1.0,2,2.0,1,2.0,1.0,4.0
2.0,2,4.0,2,1.0,2.0,3.0
3.0,3,1.0,4,2.0,2.0,2.0
1.0,3,3.0,1,1.0,5.0,10.0
4.0,1,1.0,3,2.0,4.0,14.0
2.0,3,1.0,3,2.0,3.0,13.0
1.0,3,4.0,3,1.0,2.0,7.0
3.0,2,4.0,1,1.0,1.0,11.0
3.0,4,2.0,4,1.0,2.0,14.0
2.0,4,1.0,5,1.0,4.0,6.0
3.0,4,3.0,4,1.0,2.0,16.0
3.0,1,4.0,1,1.0,2.0,10.0
1.0,4,4.0,3,1.0,3.0,11.0
3.0,5,4.0,2,2.0,4.0,18.0
1.0,1,1.0,3,1.0,2.0,3.0
2.0,3,4.0,2,2.0,3.0,11.0
5.0,3,4.0,2,2.0,2.0,7.0
2.0,1,1.0,4,2.0,2.0,14.0
1.0,5,2.0,3,2.0,2.0,14.0
3.0,1,2.0,1,1.0,3.0,12.0
3.0,4,4.0,1,1.0,2.0,17.0
3.0,3,4.0,5,1.0,3.0,12.0
2.0,1,1.0,1,1.0,1.0,11.0
3.0,5,1.0,4,2.0,4.0,3.0
2.0,3,3.0,1,1.0,2.0,14.0
1.0,4,4.0,3,2.0,4.0,15.0
2.0,5,1.0,2,2.0,4.0,18.0
3.0,5,4.0,1,2.0,4.0,9.0
2.0,1,1.0,4,2.0,5.0,16.0
4.0,5,2.0,1,1.0,5.0,9.0
3.0,3,3.0,4,1.0,5.0,13.0
1.0,3,3.0,2,1.0,1.0,16.0
2.0,3,4.0,4,2.0,4.0,18.0
2.0,2,1.0,5,,2.0,16.0
3.0,2,2.0,1,2.0,5.0,18.0
2.0,4,4.0,4,2.0,8.0,21.0
2.0,4,1.0,4,2.0,3.0,11.0
3.0,5,1.0,4,1.0,3.0,11.0
3.0,4,4.0,1,1.0,8.0,17.0
3.0,3,1.0,2,1.0,1.0,14.0
3.0,5,1.0,1,2.0,3.0,11.0
1.0,2,2.0,2,2.0,5.0,11.0
4.0,4,1.0,3,,2.0,4.0
2.0,2,1.0,2,1.0,4.0,13.0
3.0,1,1.0,1,1.0,1.0,4.0
1.0,4,1.0,1,2.0,4.0,19.0
3.0,1,1.0,4,2.0,5.0,1.0
1.0,2,1.0,2,1.0,4.0,4.0
2.0,1,4.0,1,1.0,4.0,18.0
1.0,3,1.0,1,1.0,3.0,18.0
1.0,2,4.0,2,1.0,3.0,14.0
4.0,2,1.0,1,1.0,2.0,12.0
4.0,5,3.0,4,1.0,1.0,17.0
4.0,1,3.0,3,1.0,2.0,4.0
2.0,4,2.0,1,2.0,4.0,5.0
4.0,4,1.0,4,2.0,4.0,13.0
2.0,5,1.0,3,2.0,2.0,13.0
1.0,2,3.0,4,1.0,1.0,19.0
3.0,3,2.0,3,,4.0,11.0
2.0,5,1.0,1,1.0,2.0,14.0
2.0,4,1.0,4,2.0,2.0,4.0
2.0,3,1.0,1,2.0,2.0,17.0
3.0,5,4.0,5,1.0,1.0,14.0
3.0,3,3.0,4,1.0,4.0,12.0
2.0,3,1.0,1,2.0,1.0,8.0
3.0,1,3.0,1,2.0,4.0,14.0
3.0,3,1.0,5,1.0,2.0,14.0
3.0,5,1.0,3,1.0,3.0,3.0
1.0,1,1.0,1,2.0,2.0,17.0
4.0,3,4.0,4,1.0,5.0,16.0
1.0,1,4.0,4,1.0,4.0,15.0
5.0,2,1.0,4,2.0,5.0,3.0
1.0,3,1.0,4,2.0,4.0,15.0
5.0,5,1.0,1,1.0,2.0,14.0
5.0,2,4.0,1,1.0,4.0,18.0
